WKT,id,nom_ets,adresse,commune,lib_regime,url_fiche,lib_seveso
"POINT (6.42408098070448 47.8313280098097)","101220",EUROCASSE,"5, Rue du Morbief",FROIDECONCHE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012700015,
"POINT (6.47892551915779 47.1132145532495)","101221",MARQUES,,FLANGEBOUCHE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005906637,
"POINT (6.66986905908333 47.0591266899451)","101222",MAGISTER,,VILLERS LE LAC,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900097,
"POINT (6.5418347425739 47.1847968403482)","101223",BASSIGNOT-MONNOT (GAEC),,PLAIMBOIS VENNES,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500728,
"POINT (6.83359435236768 47.4954748270421)","101224",Air Liquide France Industrie,1 rue de l'Usine,EXINCOURT,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900283,Non Seveso
"POINT (6.53239940553039 47.2313424608438)","101225",GAEC BERTIN FRERES,Les Cerneux du Couchant,Pierrefontaine-les-Varans,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500718,
"POINT (6.6045659886642 47.0619948485368)","101226",BOURBON AUTOMOTIVE PLASTICS,"13, rue du Maréchal Leclerc - BP 72045",Morteau,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900470,Non Seveso
"POINT (6.67611916534675 47.062974696283)","101227",AXON'NANOTEC,8 rue du Clos Rondot,Villers-le-Lac,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900362,Non Seveso
"POINT (6.47399550657351 47.6903079540715)","101228",CF2P SAS (ex IKEA INDUSTRY FRANCE),ZI Tertre  Landry - BP 90,Lure,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901195,Non Seveso
"POINT (6.77355178973362 47.6043237695795)","101229",GAEC DE LA MOSIERE,,ECHENANS SOUS MONT VAUDOIS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0057000333,
"POINT (6.54230591053143 47.7080248296426)","101230",GDFC (ex-SABLIERE DU BOURSET),Lieu-dit Bourset et Le Saulcy,ST GERMAIN,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901882,Non Seveso
"POINT (6.72098851602383 47.1204562928193)","101231",SANTO CLAUDE,,LE BARBOUX,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005903176,Non Seveso
"POINT (6.73202434306778 47.1516641828844)","101232",PERRENOUD YVES,Lieu-dit  Les Fournots,LE RUSSEY,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902970,Non Seveso
"POINT (6.67375814559387 47.1347920745303)","101233",LE BIZOT (COMMUNE DU),Lieu-dit Le Pilatre,LE BIZOT,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902300,Non Seveso
"POINT (6.51897036602476 47.8344539723221)","101234",KNAUF INDUSTRIES,66 Grande Rue,Sainte-Marie-en-Chanois,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901267,Non Seveso
"POINT (6.84439709310032 47.5654583844207)","101235",GRAND BELFORT Communauté Agglomération,Lieu-dit Fouillie Dayllot,CHATENOIS LES FORGES,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005906557,Non Seveso
"POINT (6.61700664383072 47.1021535183342)","101236",COMMUNAUTE DE COMMUNES DU VAL DE MORTEAU,Le Bas de la Chaux,Les Fins,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902143,Non Seveso
"POINT (6.62826987231455 47.0785027796252)","101237",COVED (ex VIDOR),Lieu-dit La combe Vouillot,Les Fins,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902481,Non Seveso
"POINT (6.47849871075592 47.0475216893803)","101238",Syndicat Mixte de Collecte des OM,Lotissement communal artisanal - Lieu dit Pâture Dessous,GILLEY,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902604,Non Seveso
"POINT (6.53781022845898 47.2208859764689)","101239",PREVAL HD broyage déchets verts,Sous le Monnechaux,PIERREFONTAINE LES VARANS,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902651,Non Seveso
"POINT (6.52375729385472 47.1314035459515)","101240",PREVAL HD Broyage déchets verts,Les Près,ORCHAMPS VENNES,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902650,Non Seveso
"POINT (6.53083464108562 47.666872930401)","101241",GDFC (Roye),Lieu-dit En May Champs,Roye,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901874,Non Seveso
"POINT (6.77188553375276 47.5809388262018)","101242",ESKA,ZI en Salamon - BP 19 - Rue Marcel Paul,Héricourt,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901182,Non Seveso
"POINT (6.85059011611506 47.4676063812133)","101243",GALVANOPLAST Sochaux-Montbéliard,87 rue de la Pâle,SELONCOURT,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900605,Non Seveso
"POINT (6.43271520791563 47.5580241559625)","101244",HGP GAT TISSAGES (Héritiers G. Perrin),199 rue des Vosges,Villersexel,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901305,Non Seveso
"POINT (6.44493686865696 46.9889863271965)","101245",ISABEY MICHEL TP (Montflovin),Champ Chétif,MONTFLOVIN,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901566,Non Seveso
"POINT (6.5345323188469 47.3760366682962)","101246",BARTHOULOT SARL,Lieu-dit Bois de Chazolot,Pays-de-Clerval,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005904021,Non Seveso
"POINT (6.49756664724564 47.397673311534)","101247",PROFIALIS,298 GRANDE VOIE,PAYS-DE-CLERVAL,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900191,Non Seveso
"POINT (6.5440917533393 47.3883970815222)","101248",GRANULATS DE FRANCHE COMTE (Anteuil),Lieu-dit Cote d'Armont,Anteuil,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901477,Non Seveso
"POINT (6.60688016101066 47.1023078027426)","101249",FAIVRE RAMPANT SAS,Lieux-dits Le Goussot Percerots - et Pâture Neuve,Les Fins,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901530,Non Seveso
"POINT (6.77569885230708 47.5100014875762)","101250",CASTMETAL FWF,Route de Besançon - BP 14,Sainte-Suzanne,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900578,Non Seveso
"POINT (6.83670815821035 47.6571087352665)","101251",MENGES INDUSTRIE,21 rue de Vesoul,CRAVANCHE,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012400105,Non Seveso
"POINT (6.67375814559387 47.1347920745303)","101252",PROUST HUGUES,,LE BIZOT,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005903204,Non Seveso
"POINT (6.67331005012482 47.0591074015481)","101253",JACQUES REMONNAY (SA),ZA la Griotte,VILLERS LE LAC,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902498,Non Seveso
"POINT (6.73202434306778 47.1516641828844)","101254",GUILLAUME PIERRE,Lieu-dit  Les Fuottes - Route de Grand Combe des Bois,LE RUSSEY,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902964,Non Seveso
"POINT (6.49742300869592 47.8055046747911)","101255",GRANGE BRULEE [EARL de la],2 HAMEAU DE LA GRANGE BRULEE,LA PROISELIERE ET LANGLE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0057000626,
"POINT (6.46975953706161 47.1348658305298)","101256",GAEC VIVOT,23 rue des Pierres Tournantes,FLANGEBOUCHE,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500382,Non Seveso
"POINT (6.4468972667422 47.2590140399339)","101257",ANDREMETHANE,Hameau de Salans,LANDRESSE,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003302248,Non Seveso
"POINT (6.71880208928421 47.3832788067409)","101258",NACHIN,5 rue du Moulin,REMONDANS VAIVRE,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902529,Non Seveso
"POINT (6.47573398193019 47.1046682588129)","101259",GAEC VIVOT DES LAVES,3 LES LAVES DE CA,FLANGEBOUCHE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500380,
"POINT (6.83562976330128 47.4789874068247)","101260",F2J JAPY (ex-PEUGEOT JAPY TECHNOLOGIES),,VALENTIGNEY,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900642,Non Seveso
"POINT (6.47349208683886 47.141548583342)","101261",FROMAGERIE FLANGEBOUCHE,rue Maréchal Leclerc,FLANGEBOUCHE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500385,
"POINT (6.44433782295294 47.6109112105703)","101262",TOUR (GAEC de la),RUE DES TILLEULS,LES AYNANS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0057000088,
"POINT (6.47999887005658 47.2050289307778)","101263",SCEA Les Epicéas / SCAF,BLONDEAU FRANCOIS - 6 CHEMIN DU MOULIN,DOMPREL,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500309,Non Seveso
"POINT (6.55086386453375 47.2370771838306)","101264",SICA LA CHEVILLOTTE,,PIERREFONTAINE LES VARANS,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500722,Non Seveso
"POINT (6.50154336099435 47.4000405647245)","101265",FROMAGERIE DE CLERVAL,738 Grande voie,Pays-de-Clerval,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052501108,Non Seveso
"POINT (6.62531029135918 47.3475648142934)","101266",SARL PONCEOT ENERGIE,6 les Essarts Perrot,VYT LES BELVOIR,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003300381,
"POINT (6.83028140980105 47.5598670196852)","101267",GRAND BELFORT Communauté Agglomération,Route de Brevilliers,Châtenois-les-Forges,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005903451,Non Seveso
"POINT (6.60786756467838 47.4127025475445)","101268",EARL des Ecorces,La Grange Corcelles,L'Isle-sur-le-Doubs,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005905889,
"POINT (6.41697446255775 47.8277518703604)","101269",SAONOISE DE MOBILIERS,"Usine de la Corvaine - 117, avenue de la Vallée du Breuchin",Froideconche,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901159,Non Seveso
"POINT (6.63054846781233 47.0612078995253)","101270",GAEC  MAMET,19 LES FRENELOTS,Les Fins,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500367,
"POINT (6.58715214664951 47.8817571655353)","101271",SEC (SA EUROPEENNE DE CONSTRUCTION),9 avenue Carlos Dorget,La Longine,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901187,
"POINT (6.43752387992414 47.4072949024363)","101272",SUEZ RV CENTRE EST (ex SITA CENTRE EST),La Grange Certier,Fontaine-lès-Clerval,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902924,Non Seveso
"POINT (6.59984362504711 47.038673334728)","101273",SIMONIN (Montlebon),22 ZA RUE DES EPINOTTES,Montlebon,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901962,Non Seveso
"POINT (6.63096598292299 47.5646505790999)","101274",BILLOTTE SA,ZA,Saulnot,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003302571,
"POINT (6.63398630037092 47.69336242941)","101275",SCIERIE CENCI SARL,43 rue des Mineurs - BP 15,Ronchamp,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901256,Non Seveso
"POINT (6.79556304666134 47.2388000277356)","101276",SIVOM DE MAICHE,la Seigne,Maîche,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902079,Non Seveso
"POINT (6.57857107740725 47.0331882680859)","101277",BOILLOT Pascal (Scierie),Les Douffrans,Grand'Combe-Châteleu,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902327,Non Seveso
"POINT (6.56358413892322 47.1575257330091)","101278",FAIVRE RAMPANT (Scierie),rue Pasteur,Guyans-Vennes,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902372,Non Seveso
"POINT (6.81828470774813 47.2138258948413)","101279",SCIERIE TAILLARD,"16, rue Neuve",Charquemont,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900176,Non Seveso
"POINT (6.70260741431398 47.2570030701314)","101280",SCP GUYON - DAVAL,8 Grande Rue,Cour-Saint-Maurice,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900204,Non Seveso
"POINT (6.49416749401315 47.0494367137589)","101281",GREGOIRE (Scierie),3 rue de la Joux,Gilley,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900319,Non Seveso
"POINT (6.63421357134293 47.0825158429067)","101282",BOUCARD SCIERIE,1 route de Maiche,Les Fins,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900293,Non Seveso
"POINT (6.46564919705228 46.9928177123695)","101283",BARRAND (Scierie),1 rue Val Saugeais,Montbenoît,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900462,
"POINT (6.60903998880589 47.0364213819928)","101284",CHARDON (Scierie),,Montlebon,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900466,Non Seveso
"POINT (6.67891291411841 47.0621646835106)","101285",PELLET FRERES (Scierie),"10, Rue des Clos Rondot",Villers-le-Lac,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900359,Non Seveso
"POINT (6.42351640486095 47.7505094544204)","101286",SAONOISE DES RESINEUX,Rue de la Trinquotte,Citers,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901967,Non Seveso
"POINT (6.53120282214168 47.1335826077962)","101287",JURASCIAGES SCIERIE BERTIN,route de Morteau,Orchamps-Vennes,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900492,Non Seveso
"POINT (6.729675484878 47.3400861668494)","101288",VIVAWOOD (ex-RAYMOND Père & Fils),5 Lieu-dit La Barbèche,Feule,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900289,Non Seveso
"POINT (6.78153785559922 47.6143562551356)","101289",PETEY GILBERT (Scierie),27 rue du Général  de Gaulle,Buc,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901377,Non Seveso
"POINT (6.44621766808496 47.5506881253976)","101290",CAPIBOIS SA,BP 66 - 100 rue de La Varvotte,Villersexel,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901311,Non Seveso
"POINT (6.42697883058818 46.9668743661235)","101291",Scierie RUFENACHT,2 rue Oie Longe,Maisons-du-Bois-Lièvremont,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900389,Non Seveso
"POINT (6.68134687494911 47.0755975674957)","101292",MOUGIN (Scierie),20 route des Fins,Villers-le-Lac,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902338,Non Seveso
"POINT (6.67204310803294 47.7591194164563)","101293",SCIERIE GILLET Gaston et Fils,234 Les Fougères,Fresse,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901156,Non Seveso
"POINT (6.46067882269422 47.3100117704409)","101294",SCIAGES DU PLATEAU,rue de l'Eglise,Servin,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901986,Non Seveso
"POINT (6.46811844640281 47.1551101298671)","101295",VERMOT (Flangebouche),Lieux-dits Niellans  Rang de Bémont,Flangebouche,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901531,Non Seveso
"POINT (6.75204299722039 47.4583532214332)","101296",LES CARRIERES COMTOISES (L2C) ex climent,"La Clavière, Ban Desus et La Comaye",Berche,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901487,Non Seveso
"POINT (6.80753436626034 47.3067075251288)","101297",GAEC CARTIER DE SOYERE,SOYERE,Saint-Hippolyte,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500816,Non Seveso
"POINT (6.66724453704496 47.1023726962443)","101298",DUBAT TP,"Lieu-dit ""Communal de Roncevaux""",Noël-Cerneux,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005906319,Non Seveso
"POINT (6.84002326395457 47.6679487688574)","101299",VALDOIE MICA SAS,9 avenue Georges Charpentier,Valdoie,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012400003,Non Seveso
"POINT (6.50207620254846 47.4896087784804)","101300",SOCIETE DE BETON INDUSTRIEL,Lieux-dits Combotte Brignard et Combe Porey,Bournois,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901495,Non Seveso
"POINT (6.50658775465526 47.6618280338872)","101301",GRANULATS DE FRANCHE COMTE,"Lieux-dits Mollet, Chaux, Ages",Lure,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901843,Non Seveso
