WKT,id,nom_ets,adresse,commune,lib_regime,url_fiche,lib_seveso
"POINT (5.57595482113207 46.8448816110178)","51960",SPSE,,BERSAILLIN,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003302465,Seveso seuil bas
"POINT (5.60238849875667 46.6752707454551)","51961",SOCOTHERM DSM,Angle rue de la Chanière et rue de la Lième - ZI,PERRIGNY,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003303030,Non Seveso
"POINT (5.47320817005542 46.7308023275791)","51963",SARL SALINS BETAIL,,VILLEVIEUX,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053900488,Non Seveso
"POINT (5.46355055822767 46.7492340466773)","51965",ASSOCIATION DÉPARTEMENTALE DE LUTTE CONTRE LES ADDICTIONS,Rue de la Gare,Bletterans,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012600434,Non Seveso
"POINT (5.42925840624029 47.0195278191832)","51967",GAEC DES ROSEES,"1,  bis rue de Gevry",MOLAY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053900304,
"POINT (5.52507023921011 46.7103766639057)","51970",SAS PETITJEAN,Au seillon,L'Étoile,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005906488,Non Seveso
"POINT (5.42729652537399 46.7309894965616)","51973",ROCHET FRERES SARL,,Bletterans,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900729,Non Seveso
"POINT (5.58177311198127 46.6658898637532)","51974",SCIERIE PERRIER,27 RUE DU MOULIN,Perrigny,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900960,Non Seveso
"POINT (5.40699573352284 46.9671646685212)","51975",GAILLARD,,Chaussin,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900773,Non Seveso
"POINT (5.57586985839309 46.6799415192722)","51976",SMOBY TOYS SAS,"870, rue Blaise Pascal - ZI LONS-PERRIGNY",Lons-le-Saunier,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900887,
"POINT (5.58089209678533 46.9837531620822)","51977",CHAUVIN SAS,2 IMP ROCH - BP 33,Bans,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900914,Non Seveso
"POINT (5.58408162939856 46.7182881289319)","51978",LBR SA (Les Bâtisseurs Réunis),"615, route de la Mairie",Montain,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900909,Non Seveso
"POINT (5.54406583874077 46.7621987741604)","51979",ETABLISSEMENTS MELESI,,Arlay,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900716,Non Seveso
"POINT (5.31679724308036 46.9794516276172)","51982",Monsieur SPENETTE Pierrick - VHU illégal CHEMIN,21 route nationale,Chemin,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0100017792,
"POINT (5.49374257978897 46.9655734796247)","51983",SCEA LA PORCELAINE,Les Grands Champs,Le Deschaux,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053900171,Non Seveso
"POINT (5.44333999184759 46.7497829295829)","51985",BRASSERIE LA ROUGET DE L ISLE,Rue des Vernes,Bletterans,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003300346,
"POINT (5.4592952017392 46.7976099922882)","51987",EDILIANS,Site industriel de Commenailles - rue de la Tuilerie,Commenailles,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900787,Non Seveso
"POINT (5.89152843900589 47.2545202815377)","52531",ISDI ILLEGALE,Parcelles ZC 12-13-14,CHAMPAGNEY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003301490,
"POINT (5.85208224782567 47.1372770401754)","52532",SCE,Lieu-dit Creux de Leu,OSSELLE ROUTELLE,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005904207,Non Seveso
"POINT (5.83855704413312 47.3518298439601)","52533",VELET TERRASSEMENTS SAS,Lieu-dit Quitteur et Voscères,COURCUIRE,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901801,Non Seveso
"POINT (5.90036416409631 47.2123009151208)","52534",BESANCON ENROBES,ZI,CHEMAUDIN ET VAUX,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900187,Non Seveso
"POINT (5.92672857651735 47.4771245721896)","52535",SOCIE (scea),- LA COTE,FRETIGNEY ET VELLOREILLE,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0057000408,Non Seveso
"POINT (5.91214473281695 47.1695823561058)","52536",CHANTIER SCIERIE CORNE,Site de la Scierie CORNE - Route de Boussières,THORAISE,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005903296,Non Seveso
"POINT (5.85480194066378 47.112867913198)","52537",CORNU RENE,Lieu-dit Au Grey,BYANS SUR DOUBS,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902346,Non Seveso
"POINT (5.90417769434146 47.2128990410942)","52538",SMAC ACIEROID,ZI,CHEMAUDIN ET VAUX,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902359,Non Seveso
"POINT (5.81371951613124 47.0630381158905)","52539",CARRIERE SAUVAGE (Liesle/Vilain/Mairie),Chemin de la Grange Jouffroy,LIESLE,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005903326,Non Seveso
"POINT (5.86074657511117 47.1962507712358)","52540",NIPRA,RN 73,ST VIT,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900581,Non Seveso
"POINT (5.83553780765336 47.1826282012676)","52541",SCE,Lieu-dit Champs de Tenne,ST VIT,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901581,Non Seveso
"POINT (5.87307797487628 47.1910537219761)","52542",GDFC ex HOLCIM GRANULATS (Velesmes),Lieu-dit Au Petit Pommier Rouge,VELESMES ESSARTS,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901596,Non Seveso
"POINT (5.86879637177579 47.0165651241872)","52543",CARRIERE DE LA LOUE (SARL),Rennes sur Loue,RENNES SUR LOUE,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005904714,Non Seveso
"POINT (5.85882380477644 47.1983702508692)","52544",TERRE COMTOISE (Dannemarie),2 zone artisanale Grands Champs,Dannemarie-sur-Crète,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900233,Non Seveso
"POINT (5.82364914366418 47.1872248761354)","52545",SV DECOUPAGE,ZI des Grands Vaubrenots,ST VIT,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900591,Non Seveso
"POINT (5.92048283688684 47.2689560850676)","52546",BOURBON A. P.,Site de Pelousey - ZI Champ Pusy,PELOUSEY,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900501,Non Seveso
"POINT (5.85348823831834 47.3387354982257)","52547",SOCIETE DES CARRIERES DE L'EST,Lieu-dit Friche de Pipette,PIN,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901866,Non Seveso
"POINT (5.8562439051677 47.1159223635944)","52548",BYANS SUR DOUBS(Commune de),A Saule,BYANS SUR DOUBS,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902090,Non Seveso
"POINT (5.92665685510367 47.2416210231407)","52549",SERRE LES SAPINS (Commune de),Bordure du chemin reliant Serre les Sapi - ns à Besancon - Parcelle 19,SERRE LES SAPINS,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902455,Non Seveso
"POINT (5.90225135766674 47.1730380490654)","52550",THORAISE (Commune de),,THORAISE,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902457,Non Seveso
"POINT (5.81803026239629 47.2467183431786)","52551",LAVERNAY (Commune de),Lieu-dit Bois du Daffoy,LAVERNAY,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902375,Non Seveso
"POINT (5.85649976343299 47.1560955857799)","52552",OSSELLE (Commune d'),Lieu-dit à l'Orme,OSSELLE ROUTELLE,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902410,Non Seveso
"POINT (5.85648633910459 47.1456366803316)","52553",OSSELLE (Commune d'),lieu-dit la petite  Taurotelle section - ZC parecelle 74,OSSELLE ROUTELLE,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902412,Non Seveso
"POINT (5.80777064151989 47.1845391362783)","52554",SEFOC,ZI - Rue Jean Moulin - BP 12,ST VIT,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900587,Non Seveso
"POINT (5.81195703267491 47.1834826274514)","52555",BFC (ex Granulats du doubs),Lieu-dit au Goufferand,ST VIT,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900588,Non Seveso
"POINT (5.86444732745462 47.1473497156142)","52556",GRANULATS DU DOUBS (Arrêt/Osselle),,OSSELLE ROUTELLE,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901573,Non Seveso
"POINT (5.93003606345853 47.4210565789838)","52557",VITALI JEAN YVES,Lieu-dit Les Combes,OISELAY ET GRACHAUX,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901862,Non Seveso
"POINT (5.82731880279875 47.2731567704564)","52558",RECOLOGNE (Commune de),lieu-dit les crêts,RECOLOGNE,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902430,Non Seveso
"POINT (5.83048002031473 47.1836888665089)","52559",SAINT VIT (Commune de),Lieu-dit champs de Tenne,ST VIT,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902447,Non Seveso
"POINT (5.85649976343299 47.1560955857799)","52560",OSSELLE (Commune d'),Lieu-dit à l'Orme,OSSELLE ROUTELLE,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902573,Non Seveso
"POINT (5.88770471158338 47.1235283108567)","52561",GAEC DEFRASNE,La Vaivre,ABBANS DESSUS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500003,
"POINT (5.82834041586562 47.1872274802924)","52562",CHILLRON PEREZ,2 rue des Petits Bas,ST VIT,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003300062,
"POINT (5.78072104731209 47.1727513635523)","52563",garage FCDA,9 route nationale,EVANS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003302064,
"POINT (5.90033541819085 47.148761865856)","52564",EDF GDF (BOUSSIERES),Poste La Chaux - Chemin de la Chaux,BOUSSIERES,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005903280,
"POINT (5.87445835139655 47.2720519472202)","52565",QUICLET,,NOIRONTE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902171,
"POINT (5.81808362452291 47.2439514872651)","52566",DIFRA,12 rue du Bochet,LAVERNAY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005905592,
"POINT (5.77658207948322 47.2648610810478)","52567",PERRIN BERNARD,1 IMPASSE DU RANG,CORDIRON,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500985,
"POINT (5.90660622337482 47.2886551795307)","52568",GAEC HENRIET,6 RUE DE LA MAGUYOTTE,CHAUCENNE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500219,
"POINT (5.80913107163033 47.1106173211793)","52569",GAEC CHATELAIN,6 Le Préprost,FOURG,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500407,
"POINT (5.81981296784156 47.2469092045759)","52570",PFCE LAVERNAY,rue du Bochet,LAVERNAY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500536,
"POINT (5.91648321085681 47.1847973850548)","52571",TROCELLIER JEAN-PHILIPPE,3 Rue du Pré au Loup,MONTFERRAND LE CHATEAU,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500638,
"POINT (5.88384062909101 47.2779357730829)","52572",GAEC DE FAN,"32, rue de chirey",NOIRONTE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500674,
"POINT (5.88289668207441 47.0455210155865)","52573",GAEC BOICHAILLE BOLE BARDEY,AUX BARBEROTTES,PAROY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500699,
"POINT (5.90526048733481 47.3239840813698)","52574",EARL DUCRET PASCAL ET REGINE,4 RUE DE LA VIERGE,SAUVAGNEY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500838,
"POINT (5.90056065703367 47.3380195295195)","52575",GAEC des Lièges,- 22  R   DES VIGNES,CHAMBORNAY LES PIN,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0057000189,
"POINT (5.81268546639306 47.4838178355211)","52576",JEAN BRIGITTE,,LA CHAPELLE ST QUILLAIN,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0057000215,
"POINT (5.78730582054245 47.4338156783672)","52577",MUSARD Gérard,r Vallons,CITEY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0057000253,
"POINT (5.82306999415573 47.340650085154)","52578",AVRIL (GAEC d'),14 Grande Rue,COURCUIRE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0057000292,
"POINT (5.81041971320512 47.4075427420495)","52579",CHAMPEY (GAEC des),48 Rue du 10 Septembre,GY,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0057000437,
"POINT (5.9214970461888 47.4258385076807)","52580",CHEZ BALZAC,ROUTE DE GRACHAUX,OISELAY ET GRACHAUX,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0057000587,
"POINT (5.91924406152809 47.2330063988693)","52581",GAEC BAULIEU,2 Rue de la Vignotte,FRANOIS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005905997,
"POINT (5.9214970461888 47.4258385076807)","52582",MADAME PATRICIA DELAUNAY,5 HAM DE GRACHAUX,OISELAY ET GRACHAUX,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005906081,
"POINT (5.9214970461888 47.4258385076807)","52583",ISDI ILLEGALE,,OISELAY ET GRACHAUX,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005906626,
"POINT (5.9214970461888 47.4258385076807)","52584",GOUSSET TP,,OISELAY ET GRACHAUX,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005906682,
"POINT (5.81011355535977 47.184617419258)","52585",EURL SOS MECANIQUE,Rue de l'Industrie,ST VIT,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012900085,
"POINT (5.88890445024316 47.2175240790893)","52586",STEHLY (Chemaudin),41 rue du Stade,CHEMAUDIN ET VAUX,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005903443,
"POINT (5.89319255884846 47.4707205995102)","52587",OUDIN Stéphane (EARL),,VAUX LE MONCELOT,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0057000797,
"POINT (5.83916463880703 47.2744077824995)","52588",GARAGE REUCHE,,RECOLOGNE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005904715,
"POINT (5.7964325480933 47.0942590227589)","52589",GAEC DE LA FONTAINE DELIOT,,FOURG,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500404,
"POINT (5.86065445224246 47.3369376943148)","52590",LAMBERT,1 rue de Chambornay,PIN,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003303237,
"POINT (5.78130281368932 47.1730166474046)","52591",FCDA,RTE NATIONALE 73,EVANS,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012600096,Non Seveso
"POINT (5.84498551489891 47.1368932624593)","52592",GRANULATS DU DOUBS,Lieu-dit Morbier,OSSELLE ROUTELLE,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902508,Non Seveso
"POINT (5.81275735778868 47.1831208615216)","52593",U LOGISTIQUE SV2,Rue du Pont de Pouilley - ZI de la Foulottiere,ST VIT,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900583,Non Seveso
"POINT (5.85425830214266 47.0727102228666)","52594",GAEC DES FLEURS DE LYS,"9, rue des Jardins",LOMBARD,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003302393,
"POINT (5.87126250100705 47.1966571448783)","52595",HEITMANN & FILS,Chemin des Champs Chevaux,Velesmes-Essarts,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005906327,Non Seveso
"POINT (5.83077936182329 47.4058868117151)","52596",GROUPE MEAC SAS,Lieu-dit Brule Cul,GY,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901833,Non Seveso
"POINT (5.9214970461888 47.4258385076807)","52597",WETZEL François,HAMEAU DE GRACHAUX,Oiselay-et-Grachaux,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005905814,
"POINT (5.82340394938194 47.1860777599409)","52598",PLANETE PAIN,ZA les Belles Ouvrières - BP 53,ST VIT,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902796,Non Seveso
"POINT (5.90398821441549 47.2135524254246)","52599",DEFTA AIRAX,Zone Industriellle - B.P. 17,Chemaudin et Vaux,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900188,Non Seveso
"POINT (5.79736402469087 47.2184554559213)","52600",NICOLLIN (Corcelles-Ferrières),Chemin du Bois des Dames,Corcelles-Ferrières,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900201,Non Seveso
"POINT (5.9208506907081 47.1854079946402)","52601",BOZONET BENITO,,MONTFERRAND LE CHATEAU,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902392,Non Seveso
"POINT (5.77925941674712 47.37494555321)","52602",MILLERET Fromagerie,10 route de Choye - BP 5,Charcenne,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901098,Non Seveso
"POINT (5.86534782636987 47.267998408067)","52603",SICA PORC,1 chemin de la Covre,NOIRONTE,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005905674,Non Seveso
"POINT (5.8791613169223 47.1335881611919)","52604",EARL GRENOUILLET,6 rue des perrières,ABBANS DESSOUS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500002,
"POINT (5.82079220892416 47.156926527283)","52605",GAEC du Roset (ISDI illégale),Rue de la Corne,Roset-Fluans,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0100008627,
"POINT (5.82587209995354 47.1880354631468)","52606",SFCI,"5, Rue des Grands Vaubrenots",Saint-Vit,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902646,Non Seveso
"POINT (5.78569657144284 47.2668404489323)","52607",JANSON DENIS,1 ROUTE DE RECOLOGNE - CORDIRON,Cordiron,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500167,
"POINT (5.9813013477168 46.7297043927677)","54511",BAUD DIMEP,15 RUE DU STADE,SIROD,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901022,Non Seveso
"POINT (5.88534920316515 46.7362379970643)","54512",KZIAZYK Renaud,,NEY,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012100019,Non Seveso
"POINT (5.78382081238968 46.3585497089231)","54513",ROCAMAT,,CHASSAL-MOLINGES,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005901642,Non Seveso
"POINT (6.0352179032305 46.5245540452628)","54514",JECOR - ATELIERS DES ESSARTS,,HAUTS DE BIENNE,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900929,Non Seveso
"POINT (5.79396532456568 46.4890041510805)","54515",SIVOM de Moirans,Lieu-dit Maresches Longues,ETIVAL,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012100263,Non Seveso
"POINT (6.38814487105288 46.760348600749)","54516",SIVOM DU MONT D'OR (tunnel),Tunnel SNCF désaffecté,JOUGNE,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902333,Non Seveso
"POINT (6.27989925209926 46.7732870528815)","54517",Communauté de Communes du Mt d'Or,Dépôt de broyats de Labergement,LABERGEMENT STE MARIE,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902335,Non Seveso
"POINT (6.31622813055409 46.7541299113184)","54518",LONGEVILLES-MONT D'OR (Commune des),,LONGEVILLES MONT D OR,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005902379,Non Seveso
"POINT (5.8519804047773 46.7421534275573)","54519",VAPIL,"1, avenue Jean Jaurès",CHAMPAGNOLE,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900754,Non Seveso
"POINT (5.79676159221567 46.7304026438005)","54520",Mairie,,PONT DU NAVOY,Autorisation,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012600014,Non Seveso
"POINT (5.86465651107588 46.3961305899464)","54521",MANZONI BOUCHOT FONDERIE - MBP SAS,8 rue des Arrivoirs - (anciennement 20 chemin des Arrivoirs),ST CLAUDE,Enregistrement,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900999,Non Seveso
"POINT (6.39539911859145 46.8024830854506)","54522",ISDI (mairie des Hôpitaux-Vieux),parcelle ZD 99,LES HOPITAUX VIEUX,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003301627,
"POINT (6.28134799207121 46.7801036177277)","54523",ISDI ILLEGALE,Parcelle ZC 03 - Lieu-Dit La Balière,LABERGEMENT STE MARIE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003301645,
"POINT (5.89778457500144 46.7497102451619)","54524",EURL KANGO,35 RUE VICTOR BERARD,CHAMPAGNOLE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003301924,
"POINT (5.8519804047773 46.7421534275573)","54525",S A R L PASCAL BARBE,35 RUE VICTOR BERARD,CHAMPAGNOLE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003302025,
"POINT (5.79727830713054 46.5817901505701)","54526",SCAF ST MAURICE EN MONTAGNE nouvelle,,ST MAURICE CRILLAT,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0003302554,
"POINT (5.83237542682998 46.7293852435805)","54527",PELIZZARI CHRISTIAN,,MONNET LA VILLE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053900529,
"POINT (6.08677431052925 46.7259431001876)","54528",SCAF FRUITIERE DE LA BAROCHE,Route de Fraroz - Champ Colin,ARSURE ARSURETTE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012100077,
"POINT (5.86476684267302 46.3947582122292)","54529",JEANTET ELASTOMERES,6 RUE DU FBG DES MOULINS,ST CLAUDE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012100337,
"POINT (5.76089609673728 46.375920206193)","54530",ODOBEZ SA,"1, Route du Pélerin",LAVANS-LES-SAINT-CLAUDE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0012600314,
"POINT (5.85849257070859 46.4015293446339)","54531",COMMUNE DE SAINT CLAUDE,Route de Lyon,ST CLAUDE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005904670,
"POINT (5.82465141717483 46.3830809121333)","54532",VILLE ST CLAUDE - compostage boues,Zone Industrielle du Plan d'Acier,ST CLAUDE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005900990,
"POINT (6.03532276880713 46.6405410881397)","54533",DI LENA and CO,,FONCINE LE BAS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005903935,
"POINT (5.7692758016155 46.3583813636235)","54534",JB TECNICS (ZA Molinges),ZA - lieudit A la Cula,CHASSAL-MOLINGES,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005903984,
"POINT (5.78382081238968 46.3585497089231)","54535",ERDF,Porte Sachet,CHASSAL-MOLINGES,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005905414,
"POINT (5.73962346033603 46.4387106995188)","54536",LUDE VINCENT,,MOIRANS EN MONTAGNE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0005905613,
"POINT (6.23023688341354 46.7390987438283)","54537",GAEC DES CLOCHETTES VUEZ,"17, route du Hameau",BREY ET MAISON DU BOIS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500159,
"POINT (6.11820814731616 46.5981790628296)","54538",STE COOP AGRICOLE FROMAGERIE,2 PLACE DE LA FRUITIERE,CHAPELLE DES BOIS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500191,
"POINT (6.11035613992019 46.6753217047281)","54539",GAEC SOUS LA ROCHE,"5, route des Essarts",CHATELBLANC,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500997,
"POINT (6.31378605923352 46.7637350552837)","54540",GAEC VOIES DU MONT,9 rue du village,FOURCATIER ET MAISON NEUVE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500403,
"POINT (6.32855388543299 46.7622535675832)","54541",EARL ROUSSELET HUGUES (eGAEC MONT D'OR ),6 rue de la Sablière,LONGEVILLES MONT D OR,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500570,
"POINT (6.18443444405165 46.7048644619665)","54542",GAEC DU PRE BOUILLET,"8, rue du Stade",MOUTHE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500653,
"POINT (6.22805379679902 46.7213532266915)","54543",GAEC CUENET FRERES,,MOUTHE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052501079,
"POINT (6.34010155328832 46.7749316793267)","54544",AGRIPORC (ex SCAF),2 place de la mairie,ST ANTOINE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0052500811,
"POINT (5.73320627604764 46.592122371976)","54545",GAEC DU VERGER SOLIN,385 rue de la Fontaine,BOISSIA,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053900061,
"POINT (5.79054299116703 46.642077838025)","54546",SARL DES PINS (PHILICOT),,DENEZIERES,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053900169,
"POINT (5.79306448036458 46.4968830192574)","54547",GAEC DES RONCHAUX,100 rue en l'Arrajea - Les Ronchaux,ETIVAL,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053900196,
"POINT (6.02950188116728 46.641028531174)","54548",GAEC BOURGEOIS PERE ET FILS,Les Douanets,FONCINE LE BAS,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053900209,
"POINT (5.90635657235652 46.5353445991382)","54549",GAEC DES BOURGEONS,6 les Bouviers,GRANDE-RIVIERE CHATEAU,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053900229,
"POINT (6.01782906937299 46.619061700786)","54550",GAEC DE LA COURONNE,- LE MARECHET,LAC DES ROUGES TRUITES,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053900241,
"POINT (5.87836519595145 46.708337921696)","54551",GAEC RACLE ET GEORGES,rue du rotour,LOULLE,Autres régimes,https://www.georisques.gouv.fr/risques/installations/donnees/details/0053900269,
